a3_code,scientific_name,species_family,species_order
TFG,Scatophagus argus,Scatophagidae,ACANTHUROIDEI
TFH,Stercorarius skua,Stercorariidae,CHARADRIIFORMES
TFI,Trichonotus filamentosus,Trichonotidae,TRACHINOIDEI
TFJ,Trachypenaeus fuscina,Penaeidae,NATANTIA
TFK,Tellina foliacea,Tellinidae,BIVALVIA
TFL,Typhlogobius californiensis,Gobiidae,GOBIOIDEI
TFM,Furgaleus macki,Triakidae,CARCHARHINIFORMES
TFN,Tropheus annectens,Cichlidae,PERCOIDEI
TFO,Trachypenaeus faoe,Penaeidae,NATANTIA
TFP,Todarodes filippovae,Ommastrephidae,CEPHALOPODA
TFQ,Thelenota ananas,Stichopodidae,HOLOTHUROIDEA
TFR,Strophiurichthys robustus,Ostraciidae,TETRAODONTIFORMES
TFS,Tephrinectes sinensis,Paralichthyidae,PLEURONECTIFORMES
TFT,Ctenogobius fasciatus,Gobiidae,GOBIOIDEI
TFU,Pterophyllum altum,Cichlidae,PERCOIDEI
TFV,Trachypenaeus fulvus,Penaeidae,NATANTIA
TFW,Spatangus mathesoni,Spatangidae,ECHINOIDEA
TFX,Tetraodon spp.,Tetraodontidae,TETRAODONTIFORMES
TFY,Spatangus multispinus,Spatangidae,ECHINOIDEA
TFZ,Tribolodon hakonensis,Cyprinidae,CYPRINIFORMES
TGA,Polydactylus quadrifilis,Polynemidae,PERCOIDEI
TGB,Pteragogus amboinensis,Labridae,PERCOIDEI
TGC,Tiaroga cobitis,Cyprinidae,CYPRINIFORMES
TGD,Stegastes dorsopunicans,Pomacentridae,PERCOIDEI
TGE,Stegastes leucostictus,Pomacentridae,PERCOIDEI
TGF,Gogolia filewoodi,Triakidae,CARCHARHINIFORMES
TGG,Ctenogobiops aurocingulus,Gobiidae,GOBIOIDEI
TGH,Trichogaster trichopterus,Belontiidae,STROMATEOIDEI, ANABANTOIDEI
TGI,Glyptauchen insidiator,Tetrarogidae,SCORPAENIFORMES
TGJ,Triglops jordani,Cottidae,SCORPAENIFORMES
TGK,Pterapogon kauderni,Apogonidae,PERCOIDEI
TGL,Trichogenes longipinnis,Trichomycteridae,SILURIFORMES
TGM,Triglops murrayi,Cottidae,SCORPAENIFORMES
TGN,Thorogobius angolensis,Gobiidae,GOBIOIDEI
TGO,Stigmatochromis modestus,Cichlidae,PERCOIDEI
TGP,Triglops scepticus,Cottidae,SCORPAENIFORMES
TGQ,Triglopsis quadricornis,Cottidae,SCORPAENIFORMES
TGR,Gymnapistes marmoratus,Tetrarogidae,SCORPAENIFORMES
TGS,Penaeus kerathurus,Penaeidae,NATANTIA
TGT,Troglocobitis starostini,Balitoridae,CYPRINIFORMES
TGU,Tominanga aurea,Telmatherinidae,ATHERINIFORMES
TGV,Tetragonurus cuvieri,Tetragonuridae,STROMATEOIDEI, ANABANTOIDEI
TGW,Mesoplodon ginkgodens,Ziphiidae,ODONTOCETI
TGX,Atergatopsis signatus,Xanthidae,BRACHYURA
TGY,Triglops nybelini,Cottidae,SCORPAENIFORMES
TGZ,Tagelus dombeii,Solecurtidae,BIVALVIA
THA,Opisthonema oglinum,Clupeidae,CLUPEIFORMES
THB,Nemipterus spp.,Nemipteridae,PERCOIDEI
THD,Nemipteridae,Nemipteridae,PERCOIDEI
THE,Terapontidae,Terapontidae,PERCOIDEI
THF,Polynemidae,Polynemidae,PERCOIDEI
THG,Nemipterus virgatus,Nemipteridae,PERCOIDEI
THH,Hypogaleus hyugaensis,Triakidae,CARCHARHINIFORMES
THI,Cathorops fuerthii,Ariidae,SILURIFORMES
THJ,Hemitriakis japanica,Triakidae,CARCHARHINIFORMES
THK,Centrochir crocodili,Doradidae,SILURIFORMES
THL,Hemitriakis leucoperiptera,Triakidae,CARCHARHINIFORMES
THM,Thyrsitoides marleyi,Gempylidae,SCOMBROIDEI
THN,Thrattidion noctivagus,Clupeidae,CLUPEIFORMES
THO,Terapon spp.,Terapontidae,PERCOIDEI
THP,Opisthonema libertate,Clupeidae,CLUPEIFORMES
THQ,Thenus orientalis,Scyllaridae,REPTANTIA
THR,Alopias spp.,Alopiidae,LAMNIFORMES
THS,Microchirus spp.,Soleidae,PLEURONECTIFORMES
THT,Tenualosa thibaudeaui,Clupeidae,CLUPEIFORMES
THU,Citharinus latus,Citharinidae,CHARACIFORMES
THV,Thymopides grobovi,Nephropidae,REPTANTIA
THW,Thaumastochelopsis wardi,Thaumastochelidae,REPTANTIA
THX,Opisthonema spp.,Clupeidae,CLUPEIFORMES
THY,Silurichthys citatus,Siluridae,SILURIFORMES
THZ,Pentheroscion mbizi,Sciaenidae,PERCOIDEI
TIA,Trachyscorpia eschmeyeri,Scorpaenidae,SCORPAENIFORMES
TIB,Tilapia bilineata,Cichlidae,PERCOIDEI
TIC,Chionodraco hamatus,Channichthyidae,PERCOIDEI
TID,Pterygioteuthis giardi,Enoploteuthidae,CEPHALOPODA
TIE,Trachinotus teraia,Carangidae,PERCOIDEI
TIF,Paranthias furcifer,Serranidae,PERCOIDEI
TIG,Galeocerdo cuvier,Carcharhinidae,CARCHARHINIFORMES
TIH,Branchiostegus japonicus,Branchiostegidae,PERCOIDEI
TII,Tilapia buttikoferi,Cichlidae,PERCOIDEI
TIJ,Tilapia tholloni,Cichlidae,PERCOIDEI
TIK,Iago garricki,Triakidae,CARCHARHINIFORMES
TIL,Lopholatilus chamaeleonticeps,Branchiostegidae,PERCOIDEI
TIM,Tilapia busumana,Cichlidae,PERCOIDEI
TIN,Stichaeopsis nana,Stichaeidae,ZOARCOIDEI
TIO,Iago omanensis,Triakidae,CARCHARHINIFORMES
TIP,Penaeus semisulcatus,Penaeidae,NATANTIA
TIQ,Trachycardium isocardia,Cardiidae,BIVALVIA
TIR,Tilapia cabrae,Cichlidae,PERCOIDEI
TIS,Branchiostegidae,Branchiostegidae,PERCOIDEI
TIT,Xiphopenaeus riveti,Penaeidae,NATANTIA
TIU,Trachinops brauni,Plesiopidae,PERCOIDEI
TIV,Tilapia brevimanus,Cichlidae,PERCOIDEI
TIW,Stichaeus grigorjewi,Stichaeidae,ZOARCOIDEI
TIX,Trachycardium muricatum,Cardiidae,BIVALVIA
TIY,Taeniolethrinops cyrtonotus,Cichlidae,PERCOIDEI
TIZ,Branchiostegus wardi,Branchiostegidae,PERCOIDEI
TJA,Tilapia kottae,Cichlidae,PERCOIDEI
TJB,Terapon jarbua,Terapontidae,PERCOIDEI
TJC,Tilapia camerunensis,Cichlidae,PERCOIDEI
TJD,Tilapia dageti,Cichlidae,PERCOIDEI
TJE,Tilapia cessiana,Cichlidae,PERCOIDEI
TJF,Tilapia coffea,Cichlidae,PERCOIDEI
TJG,Tilapia congica,Cichlidae,PERCOIDEI
TJH,Tilapia rheophila,Cichlidae,PERCOIDEI
TJI,Tilapia discolor,Cichlidae,PERCOIDEI
TJJ,Tilapia joka,Cichlidae,PERCOIDEI
TJK,Tilapia deckerti,Cichlidae,PERCOIDEI
TJL,Tilapia louka,Cichlidae,PERCOIDEI
TJM,Tilapia imbriferna,Cichlidae,PERCOIDEI
TJN,Tilapia nyongana,Cichlidae,PERCOIDEI
TJP,Tilapia mariae,Cichlidae,PERCOIDEI
TJQ,Thaumastocheles japonicus,Thaumastochelidae,REPTANTIA
TJR,Tilapia margaritacea,Cichlidae,PERCOIDEI
TJS,Tilapia spongotroktis,Cichlidae,PERCOIDEI
TJT,Tilapia gutturosa,Cichlidae,PERCOIDEI
TJU,Tilapia guinasana,Cichlidae,PERCOIDEI
TJV,Tilapia flava,Cichlidae,PERCOIDEI
TJW,Tilapia ruweti,Cichlidae,PERCOIDEI
TJX,Trachyscorpia cristulata,Scorpaenidae,SCORPAENIFORMES
TJY,Tilapia snyderae,Cichlidae,PERCOIDEI
TJZ,Trachipterus jacksonensis,Trachipteridae,LAMPRIFORMES
TKA,Glyptocephalus kitaharai,Pleuronectidae,PLEURONECTIFORMES
TKB,Ctenochaetus binotatus,Acanthuridae,ACANTHUROIDEI
TKC,Tamanka cagayanensis,Gobiidae,GOBIOIDEI
TKD,Thamnaconus modestus,Monacanthidae,TETRAODONTIFORMES
TKE,Pterogobius elapoides,Gobiidae,GOBIOIDEI
TKF,Takifugu porphyreus,Tetraodontidae,TETRAODONTIFORMES
TKG,Parastichopus californicus,Stichopodidae,HOLOTHUROIDEA
TKH,Trypauchen raha,Gobiidae,GOBIOIDEI
TKI,Teramulus kieneri,Atherinidae,ATHERINIFORMES
TKJ,Trachypenaeus pacificus,Penaeidae,NATANTIA
TKK,Trichonotus nikii,Trichonotidae,TRACHINOIDEI
TKL,Trichopsis pumila,Belontiidae,STROMATEOIDEI, ANABANTOIDEI
TKM,Tanganikallabes mortiauxi,Clariidae,SILURIFORMES
TKN,Trachypenaeus constrictus,Penaeidae,NATANTIA
TKO,Takifugu niphobles,Tetraodontidae,TETRAODONTIFORMES
TKP,Tukugobius philippinus,Gobiidae,GOBIOIDEI
TKQ,Trachycardium consors,Cardiidae,BIVALVIA
TKR,Tentoriceps cristatus,Trichiuridae,SCOMBROIDEI
TKS,Trypauchenichthys sumatrensis,Gobiidae,GOBIOIDEI
TKT,Tanakia tanago,Cyprinidae,CYPRINIFORMES
TKU,Ptereleotris arabica,Microdesmidae,GOBIOIDEI
TKV,Apostichopus parvimensis,Stichopodidae,HOLOTHUROIDEA
TKW,Trochus conus,Trochidae,GASTROPODA
TKX,Tectus dentatus,Trochidae,GASTROPODA
TKY,Ctenopoma kingsleyae,Anabantidae,STROMATEOIDEI, ANABANTOIDEI
TKZ,Palaemonetes tonkinensis,Palaemonidae,NATANTIA
TLA,Thymallus arcticus,Thymallidae,SALMONIFORMES
TLC,Teleogramma brichardi,Cichlidae,PERCOIDEI
TLD,Acantholatris monodactylus,Cheilodactylidae,PERCOIDEI
TLE,Trigonolampa miriceps,Stomiidae,STOMIIFORMES
TLF,Telmatochromis bifrenatus,Cichlidae,PERCOIDEI
TLG,Tilapia guineensis,Cichlidae,PERCOIDEI
TLH,Tilapia thysi,Cichlidae,PERCOIDEI
TLI,Thalassobathia pelagica,Bythitidae,OPHIDIIFORMES
TLJ,Trachypenaeus longipes,Penaeidae,NATANTIA
TLK,Thalamita crenata,Portunidae,BRACHYURA
TLL,Oreochromis spilurus,Cichlidae,PERCOIDEI
TLM,Oreochromis mossambicus,Cichlidae,PERCOIDEI
TLN,Oreochromis niloticus,Cichlidae,PERCOIDEI
TLO,Trematomus loennbergii,Nototheniidae,PERCOIDEI
TLP,Oreochromis (=Tilapia) spp.,Cichlidae,PERCOIDEI
TLQ,Tetracheledone spinicirrhus,Octopodidae,CEPHALOPODA
TLR,Tilapia rendalli,Cichlidae,PERCOIDEI
TLS,Tilapia sparrmanii,Cichlidae,PERCOIDEI
TLT,Telotrematocara macrostoma,Cichlidae,PERCOIDEI
TLU,Platysilurus barbatus,Pimelodidae,SILURIFORMES
TLV,Thymallus thymallus,Thymallidae,SALMONIFORMES
TLW,Tilapia walteri,Cichlidae,PERCOIDEI
TLX,Tagelus peruvianus,Solecurtidae,BIVALVIA
TLY,Tellina simulans,Tellinidae,BIVALVIA
TLZ,Tilapia zillii,Cichlidae,PERCOIDEI
TMA,Tympanopleura alta,Ageneiosidae,SILURIFORMES
TMB,Stromateus brasiliensis,Stromateidae,STROMATEOIDEI, ANABANTOIDEI
TMC,Trematocara caparti,Cichlidae,PERCOIDEI
TMD,Thalassoma duperrey,Labridae,PERCOIDEI
TME,Tyrannochromis macrostoma,Cichlidae,PERCOIDEI
TMF,Thalassoma bifasciatum,Labridae,PERCOIDEI
TMG,Stathmonotus culebrai,Chaenopsidae,OTHER PERCIFORMES
TMI,Tylochromis aristoma,Cichlidae,PERCOIDEI
TMJ,Tetracentrum apogonoides,Ambassidae,PERCOIDEI
TMK,Trimma okinawae,Gobiidae,GOBIOIDEI
TML,Trematocranus labifer,Cichlidae,PERCOIDEI
TMM,Stomatepia mariae,Cichlidae,PERCOIDEI
TMN,Tomiyamichthys oni,Gobiidae,GOBIOIDEI
TMO,Tasmanogobius lordi,Gobiidae,GOBIOIDEI
TMP,Thalassoma pavo,Labridae,PERCOIDEI
TMQ,Tetranematichthys quadrifilis,Ageneiosidae,SILURIFORMES
TMR,Tristramella sacra,Cichlidae,PERCOIDEI
TMS,Trematochromis schreyeni,Cichlidae,PERCOIDEI
TMT,Trinectes maculatus,Achiridae,PLEURONECTIFORMES
TMU,Ctenotrypauchen microcephalus,Gobiidae,GOBIOIDEI
TMV,Tramitichromis brevis,Cichlidae,PERCOIDEI
TMW,Trematomus vicarius,Nototheniidae,PERCOIDEI
TMX,Triphoturus mexicanus,Myctophidae,MYCTOPHIFORMES
TMY,Trachypenaeus similis,Penaeidae,NATANTIA
TMZ,Astralium calcar,Turbinidae,GASTROPODA
TNA,Narcine brasiliensis,Narcinidae,TORPEDINIFORMES
TNB,Benthobatis marcida,Narcinidae,TORPEDINIFORMES
TNC,Crassinarke dormitor,Narcinidae,TORPEDINIFORMES
TND,Diplobatis ommata,Narcinidae,TORPEDINIFORMES
TNE,Narcine entemedor,Narcinidae,TORPEDINIFORMES
TNF,Trachinotus falcatus,Carangidae,PERCOIDEI
TNG,Narke dipterygia,Narcinidae,TORPEDINIFORMES
TNH,Heteronarce garmani,Narcinidae,TORPEDINIFORMES
TNI,Narcine indica,Narcinidae,TORPEDINIFORMES
TNJ,Narke japonica,Narcinidae,TORPEDINIFORMES
TNK,Narke capensis,Narcinidae,TORPEDINIFORMES
TNL,Narcine lingula,Narcinidae,TORPEDINIFORMES
TNM,Heteronarce mollis,Narcinidae,TORPEDINIFORMES
TNN,Narcine rierai,Narcinidae,TORPEDINIFORMES
TNO,Narcine prodorsalis,Narcinidae,TORPEDINIFORMES
TNP,Diplobatis picta,Narcinidae,TORPEDINIFORMES
TNQ,Narcine timlei,Narcinidae,TORPEDINIFORMES
TNR,Narcine brevilabiata,Narcinidae,TORPEDINIFORMES
TNS,Trachonurus sulcatus,Macrouridae,GADIFORMES
TNT,Narcine tasmaniensis,Narcinidae,TORPEDINIFORMES
TNU,Narcine brunnea,Narcinidae,TORPEDINIFORMES
TNV,Narcine vermiculatus,Narcinidae,TORPEDINIFORMES
TNW,Narcine westraliensis,Narcinidae,TORPEDINIFORMES
TNX,Laternula elliptica,Laternulidae,BIVALVIA
TNY,Discopyge tschudii,Narcinidae,TORPEDINIFORMES
TNZ,Tellina laceridens,Tellinidae,BIVALVIA
TOA,Dissostichus mawsoni,Nototheniidae,PERCOIDEI
TOB,Tor tambroides,Cyprinidae,CYPRINIFORMES
TOC,Astronotus ocellatus,Cichlidae,PERCOIDEI
TOD,Torpedinidae,Torpedinidae,TORPEDINIFORMES
TOE,Torpedo spp.,Torpedinidae,TORPEDINIFORMES
TOF,Torpediniformes,,TORPEDINIFORMES
TOG,Trachinotus goreensis,Carangidae,PERCOIDEI
TOH,Taenianotus triacanthus,Scorpaenidae,SCORPAENIFORMES
TOI,Trachinotus marginatus,Carangidae,PERCOIDEI
TOJ,Asterorhombus fijiensis,Bothidae,PLEURONECTIFORMES
TOK,Tor khudree,Cyprinidae,CYPRINIFORMES
TOL,Tenualosa toli,Clupeidae,CLUPEIFORMES
TOM,Microgadus tomcod,Gadidae,GADIFORMES
TON,Trachinotus kennedyi,Carangidae,PERCOIDEI
TOO,Trachinotus maxillosus,Carangidae,PERCOIDEI
TOP,Dissostichus eleginoides,Nototheniidae,PERCOIDEI
TOQ,Tonna galea,Tonnidae,GASTROPODA
TOS,Turbo cornutus,Turbinidae,GASTROPODA
TOT,Dissostichus spp.,Nototheniidae,PERCOIDEI
TOU,Astrapogon alutus,Apogonidae,PERCOIDEI
TOV,Trimmatom eviotops,Gobiidae,GOBIOIDEI
TOW,Talismania antillarum,Alepocephalidae,SALMONIFORMES
TOX,Cynoglossidae,Cynoglossidae,PLEURONECTIFORMES
TOY,Tonna dolium,Tonnidae,GASTROPODA
TOZ,Trachinus vipera,Trachinidae,TRACHINOIDEI
TPA,Trachipterus arcticus,Trachipteridae,LAMPRIFORMES
TPB,Tilapia bakossiorum,Cichlidae,PERCOIDEI
TPC,Acantopsis choirorhynchos,Cobitidae,CYPRINIFORMES
TPD,Stenopus hispidus,Stenopodidae,NATANTIA
TPE,Acanthopoma annectens,Trichomycteridae,SILURIFORMES
TPF,Tripodichthys angustifrons,Triacanthidae,TETRAODONTIFORMES
TPG,Tripterophycis gilchristi,Moridae,GADIFORMES
TPH,Tropidophoxinellus hellenicus,Cyprinidae,CYPRINIFORMES
TPI,Tilapia bemini,Cichlidae,PERCOIDEI
TPK,Taeniopsetta ocellata,Bothidae,PLEURONECTIFORMES
TPL,Paracentropogon longispinus,Tetrarogidae,SCORPAENIFORMES
TPM,Triplophos hemingi,Gonostomatidae,STOMIIFORMES
TPN,Typhlobarbus nudiventris,Cyprinidae,CYPRINIFORMES
TPO,Tilapia baloni,Cichlidae,PERCOIDEI
TPP,Satanoperca acuticeps,Cichlidae,PERCOIDEI
TPQ,Trachypenaeus granulosus,Penaeidae,NATANTIA
TPR,Trachypoma macracanthus,Serranidae,PERCOIDEI
TPS,Ruditapes spp.,Veneridae,BIVALVIA
TPT,Paratrachichthys trailli,Trachichthyidae,BERYCIFORMES
TPU,Triportheus angulatus,Characidae,CHARACIFORMES
TPV,Pteria avicular,Pteriidae,BIVALVIA
TPW,Typhlogarra widdowsoni,Cyprinidae,CYPRINIFORMES
TPX,Tonna perdix,Tonnidae,GASTROPODA
TPY,Tilapia bythobates,Cichlidae,PERCOIDEI
TQA,Torquigener altipinnis,Tetraodontidae,TETRAODONTIFORMES
TQB,Thymops birsteini,Nephropidae,REPTANTIA
TQC,Atrina tuberculosa,Pinnidae,BIVALVIA
TQD,Tapes dorsatus,Veneridae,BIVALVIA
TQE,Atrina pectinata,Pinnidae,BIVALVIA
TQF,Atrina fragilis,Pinnidae,BIVALVIA
TQG,Tripneustes gratilla,Toxopneustidae,ECHINOIDEA
TQH,Thalassarche carteri,Diomedeidae,PROCELLARIIFORMES
TQI,Tellina incarnata,Tellinidae,BIVALVIA
TQJ,Tapes literatus,Veneridae,BIVALVIA
TQK,Tresus keenae,Mactridae,BIVALVIA
TQL,Tellina alternata,Tellinidae,BIVALVIA
TQM,Atrina maura,Pinnidae,BIVALVIA
TQN,Thymopsis nilenta,Nephropidae,REPTANTIA
TQO,Trachycardium procerum,Cardiidae,BIVALVIA
TQP,Trachycardium panamense,Cardiidae,BIVALVIA
TQQ,Trachycardium quadragenarium,Cardiidae,BIVALVIA
TQR,Trachycardium rugosum,Cardiidae,BIVALVIA
TQS,Tellina staurella,Tellinidae,BIVALVIA
TQT,Tellina planata,Tellinidae,BIVALVIA
TQU,Tresus nuttallii,Mactridae,BIVALVIA
TQV,Tellina virgata,Tellinidae,BIVALVIA
TQW,Thalassarche impavida,Diomedeidae,PROCELLARIIFORMES
TQX,Atrina vexillum,Pinnidae,BIVALVIA
TQY,Atrina spp.,Pinnidae,BIVALVIA
TQZ,Tresus spp.,Mactridae,BIVALVIA
TRA,Trachinidae,Trachinidae,TRACHINOIDEI
TRB,Triaenodon obesus,Carcharhinidae,CARCHARHINIFORMES
TRC,Trachichthyidae,Trachichthyidae,BERYCIFORMES
TRD,Trematomus lepidorhinus,Nototheniidae,PERCOIDEI
TRE,Caranx spp.,Carangidae,PERCOIDEI
TRF,Lactarius lactarius,Lactariidae,PERCOIDEI
TRG,Balistes carolinensis,Balistidae,TETRAODONTIFORMES
TRH,Pagothenia hansoni,Nototheniidae,PERCOIDEI
TRI,Balistidae,Balistidae,TETRAODONTIFORMES
TRK,Triakidae,Triakidae,CARCHARHINIFORMES
TRL,Trematomus eulepidotus,Nototheniidae,PERCOIDEI
TRM,Trematomus scotti,Nototheniidae,PERCOIDEI
TRN,Trematomus nicolai,Nototheniidae,PERCOIDEI
TRO,Salmo spp.,Salmonidae,SALMONIFORMES
TRP,Trachipterus spp.,Trachipteridae,LAMPRIFORMES
TRQ,Trachipterus trachypterus,Trachipteridae,LAMPRIFORMES
TRR,Oncorhynchus mykiss,Salmonidae,SALMONIFORMES
TRS,Salmo trutta,Salmonidae,SALMONIFORMES
TRT,Trematomus spp.,Nototheniidae,PERCOIDEI
TRU,Latridae,Latridae,PERCOIDEI
TRV,Trachypenaeus curvirostris,Penaeidae,NATANTIA
TRW,Trematomus newnesi,Nototheniidae,PERCOIDEI
TRX,Trachipteridae,Trachipteridae,LAMPRIFORMES
TRY,Selaroides leptolepis,Carangidae,PERCOIDEI
TRZ,Pseudocaranx dentex,Carangidae,PERCOIDEI
TSA,Sorosichthys ananassa,Trachichthyidae,BERYCIFORMES
TSB,Ctenops nobilis,Belontiidae,STROMATEOIDEI, ANABANTOIDEI
TSC,Tricuspidalestes caeruleus,Alestidae,CHARACIFORMES
TSD,Alosa fallax,Clupeidae,CLUPEIFORMES
TSE,Tocantinsia depressa,Auchenipteridae,SILURIFORMES
TSF,Tosanoides filamentosus,Serranidae,PERCOIDEI
TSG,Tilesina gibbosa,Agonidae,SCORPAENIFORMES
TSH,Ex Trochus spp.,Trochidae,GASTROPODA
TSI,Tosana niwae,Serranidae,PERCOIDEI
TSJ,Trichopsetta caribbaea,Bothidae,PLEURONECTIFORMES
TSK,Scylliogaleus quecketti,Triakidae,CARCHARHINIFORMES
TSL,Petroscirtes ancylodon,Blenniidae,OTHER PERCIFORMES
TSM,Tactostoma macropus,Stomiidae,STOMIIFORMES
TSN,Snyderina guentheri,Tetrarogidae,SCORPAENIFORMES
TSO,Thysanichthys crossotus,Scorpaenidae,SCORPAENIFORMES
TSP,Sphoeroides pachygaster,Tetraodontidae,TETRAODONTIFORMES
TSQ,Nototodarus sloanii,Ommastrephidae,CEPHALOPODA
TSR,Triso dermopterus,Serranidae,PERCOIDEI
TSS,Steatocranus casuarius,Cichlidae,PERCOIDEI
TST,Taractichthys steindachneri,Bramidae,PERCOIDEI
TSU,Trachyrincus scabrus,Macrouridae,GADIFORMES
TSV,Pteropsaron evolans,Percophidae,TRACHINOIDEI
TSW,Mesoplodon layardii,Ziphiidae,ODONTOCETI
TSX,Tresus capax,Mactridae,BIVALVIA
TSY,Tetranesodon conorhynchus,Ariidae,SILURIFORMES
TTA,Triakis acutipinna,Triakidae,CARCHARHINIFORMES
TTB,Torpedo bauchotae,Torpedinidae,TORPEDINIFORMES
TTC,Torpedo californica,Torpedinidae,TORPEDINIFORMES
TTD,Torpedo peruana,Torpedinidae,TORPEDINIFORMES
TTE,Triakis megalopterus,Triakidae,CARCHARHINIFORMES
TTF,Torpedo fairchildi,Torpedinidae,TORPEDINIFORMES
TTH,Eretmochelys imbricata,Cheloniidae,TESTUDINES
TTI,Torpedo macneilli,Torpedinidae,TORPEDINIFORMES
TTJ,Torpedo sinuspersici,Torpedinidae,TORPEDINIFORMES
TTK,Trematomus tokarevi,Nototheniidae,PERCOIDEI
TTL,Caretta caretta,Cheloniidae,TESTUDINES
TTM,Triakis maculata,Triakidae,CARCHARHINIFORMES
TTN,Torpedo mackayana,Torpedinidae,TORPEDINIFORMES
TTO,Torpedo nobiliana,Torpedinidae,TORPEDINIFORMES
TTP,Hypnos monopterygium,Torpedinidae,TORPEDINIFORMES
TTQ,Torpedo tokionis,Torpedinidae,TORPEDINIFORMES
TTR,Torpedo marmorata,Torpedinidae,TORPEDINIFORMES
TTS,Trionyx sinensis,Trionychidae,TESTUDINES
TTT,Torpedo panthera,Torpedinidae,TORPEDINIFORMES
TTU,Torpedo fuscomaculata,Torpedinidae,TORPEDINIFORMES
TTV,Torpedo torpedo,Torpedinidae,TORPEDINIFORMES
TTW,Torpedo tremens,Torpedinidae,TORPEDINIFORMES
TTX,Testudinata,,TESTUDINES
TTY,Triakis scyllium,Triakidae,CARCHARHINIFORMES
TTZ,Typhlobelus ternetzi,Trichomycteridae,SILURIFORMES
TUA,Tuberoschistura cambodgiensis,Balitoridae,CYPRINIFORMES
TUC,Sotalia fluviatilis,Delphinidae,ODONTOCETI
TUD,Trachurus delagoa,Carangidae,PERCOIDEI
TUE,Trachinotus stilbe,Carangidae,PERCOIDEI
TUF,Proteracanthus sarissophorus,Ephippidae,ACANTHUROIDEI
TUG,Chelonia mydas,Cheloniidae,TESTUDINES
TUH,Trachinotus rhodopus,Carangidae,PERCOIDEI
TUI,Tomeurus gracilis,Poeciliidae,CYPRINODONTIFORMES
TUJ,Trachurus indicus,Carangidae,PERCOIDEI
TUK,Trachinotus mookalee,Carangidae,PERCOIDEI
TUL,Testudinata - TUL,,TESTUDINES
TUM,Atule mate,Carangidae,PERCOIDEI
TUN,Thunnini,Scombridae,SCOMBROIDEI
TUO,Paralticus amboinensis,Blenniidae,OTHER PERCIFORMES
TUP,Atropus atropos,Carangidae,PERCOIDEI
TUQ,Parastacus nicoleti,Parastacidae,REPTANTIA
TUR,Scophthalmus maximus,Scophthalmidae,PLEURONECTIFORMES
TUS,Thunnus spp.,Scombridae,SCOMBROIDEI
TUT,Tubbia tasmanica,Centrolophidae,STROMATEOIDEI, ANABANTOIDEI
TUU,Taurocottus bergi,Cottidae,SCORPAENIFORMES
TUV,Tremoctopus violaceus,Tremoctopodidae,CEPHALOPODA
TUW,Semele solida,Semelidae,BIVALVIA
TUX,Scombroidei,,SCOMBROIDEI
TUY,Parastacus brasiliensis,Parastacidae,REPTANTIA
TUZ,Trachurus novaezelandiae,Carangidae,PERCOIDEI
TVA,Sterna hirundo,Sternidae,CHARADRIIFORMES
TVB,Tivela byronensis,Veneridae,BIVALVIA
TVC,Vandellia cirrhosa,Trichomycteridae,SILURIFORMES
TVD,Trimma avidori,Gobiidae,GOBIOIDEI
TVE,Pteraclis velifera,Bramidae,PERCOIDEI
TVF,Sterna paradisaea,Sternidae,CHARADRIIFORMES
TVG,Thaumeledone gunteri,Octopodidae,CEPHALOPODA
TVH,Ardea cinerea,Ardeidae,CICONIIFORMES
TVI,Talismania homoptera,Alepocephalidae,SALMONIFORMES
TVJ,Travancoria jonesi,Balitoridae,CYPRINIFORMES
TVK,Parastichopus tremulus,Stichopodidae,HOLOTHUROIDEA
TVL,Tivela lessonii,Veneridae,BIVALVIA
TVM,Tivela mactroides,Veneridae,BIVALVIA
TVN,Tanaidacea,,TANAIDACEA
TVO,Talismania longifilis,Alepocephalidae,SALMONIFORMES
TVP,Tivela planulata,Veneridae,BIVALVIA
TVQ,Talismania mekistonema,Alepocephalidae,SALMONIFORMES
TVR,Tivela tripla,Veneridae,BIVALVIA
TVS,Stavelia subdistorta,Mytilidae,BIVALVIA
TVT,Tivela stultorum,Veneridae,BIVALVIA
TVU,Trachypenaeus brevisuturae,Penaeidae,NATANTIA
TVV,Tivela ventricosa,Veneridae,BIVALVIA
TVW,Tivela spp.,Veneridae,BIVALVIA
TVX,Thenus spp.,Scyllaridae,REPTANTIA
TVY,Cataetyx laticeps,Bythitidae,OPHIDIIFORMES
TVZ,Trachypenaeus villaluzi,Penaeidae,NATANTIA
TWA,Sardinella rouxi,Clupeidae,CLUPEIFORMES
TWB,Synchiropus phaeton,Callionymidae,OTHER PERCIFORMES
TWC,Tewara cranwellae,Creediidae,TRACHINOIDEI
TWD,Thalassarche steadi,Diomedeidae,PROCELLARIIFORMES
TWE,Todaropsis spp.,OMMASTREPHIDAE,CEPHALOPODA
TWF,Trachyrincus murrayi,MACROURIDAE,GADIFORMES
TWG,Tawera gayi,Veneridae,BIVALVIA
TWH,Pelecanus thagus,Pelecanidae,PELECANIFORMES
TWI,Solaster torulatus,Solasteridae,ASTEROIDEA
TWK,Trachipterus ishikawae,Trachipteridae,LAMPRIFORMES
TWL,Tellina spp.,Tellinidae,BIVALVIA
TWM,Teuthowenia megalops,Cranchiidae,CEPHALOPODA
TWN,Tenualosa macrura,Clupeidae,CLUPEIFORMES
TWO,Thalassoma lunare,Labridae,PERCOIDEI
